Entity;Code;Day;residential
Afghanistan;AFG;17.02.2020;1.333
Afghanistan;AFG;18.02.2020;0.75
Afghanistan;AFG;19.02.2020;0.8
Afghanistan;AFG;20.02.2020;0.833
Afghanistan;AFG;21.02.2020;0.714
Afghanistan;AFG;22.02.2020;0
Afghanistan;AFG;23.02.2020;0.143
Afghanistan;AFG;24.02.2020;0.286
Afghanistan;AFG;25.02.2020;0.429
Afghanistan;AFG;26.02.2020;0.429
Afghanistan;AFG;27.02.2020;0.571
Afghanistan;AFG;28.02.2020;0.857
Afghanistan;AFG;29.02.2020;1
Afghanistan;AFG;01.03.2020;0.857
Afghanistan;AFG;02.03.2020;0.714
Afghanistan;AFG;03.03.2020;0.714
Afghanistan;AFG;04.03.2020;0.714
Afghanistan;AFG;05.03.2020;0.571
Afghanistan;AFG;06.03.2020;0.429
Afghanistan;AFG;07.03.2020;0.429
Afghanistan;AFG;08.03.2020;0.429
Afghanistan;AFG;09.03.2020;1.429
Afghanistan;AFG;10.03.2020;1.571
Afghanistan;AFG;11.03.2020;1.571
Afghanistan;AFG;12.03.2020;1.571
Afghanistan;AFG;13.03.2020;1.429
Afghanistan;AFG;14.03.2020;1.286
Afghanistan;AFG;15.03.2020;1.286
Afghanistan;AFG;16.03.2020;0.571
Afghanistan;AFG;17.03.2020;0.429
Afghanistan;AFG;18.03.2020;0.429
Afghanistan;AFG;19.03.2020;0.571
Afghanistan;AFG;20.03.2020;0.714
Afghanistan;AFG;21.03.2020;1.571
Afghanistan;AFG;22.03.2020;1.714
Afghanistan;AFG;23.03.2020;1.857
Afghanistan;AFG;24.03.2020;2.286
Afghanistan;AFG;25.03.2020;3
Afghanistan;AFG;26.03.2020;3.714
Afghanistan;AFG;27.03.2020;4.286
Afghanistan;AFG;28.03.2020;5
Afghanistan;AFG;29.03.2020;6.286
Afghanistan;AFG;30.03.2020;7.571
Afghanistan;AFG;31.03.2020;8.857
Afghanistan;AFG;01.04.2020;9.571
Afghanistan;AFG;02.04.2020;10.429
Afghanistan;AFG;03.04.2020;10.571
Afghanistan;AFG;04.04.2020;10.429
Afghanistan;AFG;05.04.2020;10.714
Afghanistan;AFG;06.04.2020;10.714
Afghanistan;AFG;07.04.2020;10.429
Afghanistan;AFG;08.04.2020;10.857
Afghanistan;AFG;09.04.2020;11.429
Afghanistan;AFG;10.04.2020;12.143
Afghanistan;AFG;11.04.2020;13
Afghanistan;AFG;12.04.2020;13.429
Afghanistan;AFG;13.04.2020;13.857
Afghanistan;AFG;14.04.2020;14.571
Afghanistan;AFG;15.04.2020;14.571
Afghanistan;AFG;16.04.2020;14.429
Afghanistan;AFG;17.04.2020;14.429
Afghanistan;AFG;18.04.2020;14.143
Afghanistan;AFG;19.04.2020;13.857
Afghanistan;AFG;20.04.2020;13.571
Afghanistan;AFG;21.04.2020;13
Afghanistan;AFG;22.04.2020;12.571
Afghanistan;AFG;23.04.2020;12.143
Afghanistan;AFG;24.04.2020;12.571
Afghanistan;AFG;25.04.2020;13.143
Afghanistan;AFG;26.04.2020;13.714
Afghanistan;AFG;27.04.2020;14.286
Afghanistan;AFG;28.04.2020;14.571
Afghanistan;AFG;29.04.2020;15
Afghanistan;AFG;30.04.2020;15.571
Afghanistan;AFG;01.05.2020;15.429
Afghanistan;AFG;02.05.2020;15.143
Afghanistan;AFG;03.05.2020;15
Afghanistan;AFG;04.05.2020;14.714
Afghanistan;AFG;05.05.2020;15
Afghanistan;AFG;06.05.2020;15.143
Afghanistan;AFG;07.05.2020;15
Afghanistan;AFG;08.05.2020;14.571
Afghanistan;AFG;09.05.2020;14
Afghanistan;AFG;10.05.2020;13.714
Afghanistan;AFG;11.05.2020;13.429
Afghanistan;AFG;12.05.2020;13.143
Afghanistan;AFG;13.05.2020;12.857
Afghanistan;AFG;14.05.2020;12.429
Afghanistan;AFG;15.05.2020;12.429
Afghanistan;AFG;16.05.2020;12.429
Afghanistan;AFG;17.05.2020;12.286
Afghanistan;AFG;18.05.2020;12.143
Afghanistan;AFG;03.07.2020;10.857
Afghanistan;AFG;04.07.2020;9.857
Afghanistan;AFG;05.07.2020;9
Afghanistan;AFG;06.07.2020;8.286
Afghanistan;AFG;07.07.2020;7.286
Afghanistan;AFG;08.07.2020;6.143
Afghanistan;AFG;09.07.2020;5.286
Afghanistan;AFG;10.07.2020;5.286
Afghanistan;AFG;11.07.2020;5.143
Afghanistan;AFG;12.07.2020;5
Afghanistan;AFG;13.07.2020;4.857
Afghanistan;AFG;14.07.2020;4.857
Afghanistan;AFG;15.07.2020;4.857
Afghanistan;AFG;16.07.2020;4.857
Afghanistan;AFG;17.07.2020;4.714
Afghanistan;AFG;18.07.2020;4.571
Afghanistan;AFG;19.07.2020;4.286
Afghanistan;AFG;20.07.2020;4.286
Afghanistan;AFG;21.07.2020;4.143
Afghanistan;AFG;22.07.2020;4
Afghanistan;AFG;23.07.2020;4
Afghanistan;AFG;24.07.2020;4
Afghanistan;AFG;25.07.2020;4
Afghanistan;AFG;26.07.2020;4
Afghanistan;AFG;27.07.2020;3.714
Afghanistan;AFG;28.07.2020;3.286
Afghanistan;AFG;29.07.2020;3
Afghanistan;AFG;30.07.2020;3.429
Afghanistan;AFG;31.07.2020;3.429
Afghanistan;AFG;01.08.2020;4.286
Afghanistan;AFG;02.08.2020;5
Afghanistan;AFG;03.08.2020;5.286
Afghanistan;AFG;04.08.2020;5.429
Afghanistan;AFG;05.08.2020;5.429
Afghanistan;AFG;06.08.2020;4.714
Afghanistan;AFG;07.08.2020;4.429
Afghanistan;AFG;08.08.2020;3.714
Afghanistan;AFG;09.08.2020;3.143
Afghanistan;AFG;10.08.2020;2.286
Afghanistan;AFG;11.08.2020;1.857
Afghanistan;AFG;12.08.2020;1.429
Afghanistan;AFG;13.08.2020;1.143
Afghanistan;AFG;14.08.2020;1.143
Afghanistan;AFG;15.08.2020;0.286
Afghanistan;AFG;16.08.2020;-0.714
Afghanistan;AFG;17.08.2020;-0.857
Afghanistan;AFG;18.08.2020;0
Afghanistan;AFG;19.08.2020;-0.143
Afghanistan;AFG;20.08.2020;-0.143
Afghanistan;AFG;21.08.2020;-0.143
Afghanistan;AFG;22.08.2020;-0.143
Afghanistan;AFG;23.08.2020;0
Afghanistan;AFG;24.08.2020;0.143
Afghanistan;AFG;25.08.2020;-0.857
Afghanistan;AFG;26.08.2020;-0.714
Afghanistan;AFG;27.08.2020;-0.714
Afghanistan;AFG;28.08.2020;-0.571
Afghanistan;AFG;29.08.2020;0
Afghanistan;AFG;30.08.2020;2
Afghanistan;AFG;31.08.2020;2.143
Afghanistan;AFG;01.09.2020;2.286
Afghanistan;AFG;02.09.2020;2.429
Afghanistan;AFG;03.09.2020;2.571
Afghanistan;AFG;04.09.2020;2.714
Afghanistan;AFG;05.09.2020;2.286
Afghanistan;AFG;06.09.2020;0.429
Afghanistan;AFG;07.09.2020;0.286
Afghanistan;AFG;08.09.2020;1.571
Afghanistan;AFG;09.09.2020;1.429
Afghanistan;AFG;10.09.2020;1.286
Afghanistan;AFG;11.09.2020;1.143
Afghanistan;AFG;12.09.2020;1.286
Afghanistan;AFG;13.09.2020;1.429
Afghanistan;AFG;14.09.2020;1.714
Afghanistan;AFG;15.09.2020;0.571
Afghanistan;AFG;16.09.2020;0.857
Afghanistan;AFG;17.09.2020;1
Afghanistan;AFG;18.09.2020;1.286
Afghanistan;AFG;19.09.2020;1.286
Afghanistan;AFG;20.09.2020;1.429
Afghanistan;AFG;21.09.2020;1.571
Afghanistan;AFG;22.09.2020;1.857
Afghanistan;AFG;23.09.2020;2.143
Afghanistan;AFG;24.09.2020;2.286
Afghanistan;AFG;25.09.2020;2.286
Afghanistan;AFG;26.09.2020;2.714
Afghanistan;AFG;27.09.2020;3
Afghanistan;AFG;28.09.2020;3.143
Afghanistan;AFG;29.09.2020;3.143
Afghanistan;AFG;30.09.2020;2.714
Afghanistan;AFG;01.10.2020;2.143
Afghanistan;AFG;02.10.2020;1.429
Afghanistan;AFG;03.10.2020;0.571
Afghanistan;AFG;04.10.2020;-0.143
Afghanistan;AFG;05.10.2020;-0.714
Afghanistan;AFG;06.10.2020;-1.429
Afghanistan;AFG;07.10.2020;-1.714
Afghanistan;AFG;08.10.2020;-1.429
Afghanistan;AFG;09.10.2020;-0.714
Afghanistan;AFG;10.10.2020;0
Afghanistan;AFG;11.10.2020;0.571
Afghanistan;AFG;12.10.2020;1.143
Afghanistan;AFG;13.10.2020;1.714
Afghanistan;AFG;14.10.2020;2.286
Afghanistan;AFG;15.10.2020;2.429
Afghanistan;AFG;16.10.2020;2.429
Afghanistan;AFG;17.10.2020;2.286
Afghanistan;AFG;18.10.2020;2.429
Afghanistan;AFG;19.10.2020;2.571
Afghanistan;AFG;20.10.2020;2.714
Afghanistan;AFG;21.10.2020;2.857
Afghanistan;AFG;22.10.2020;2.857
Afghanistan;AFG;23.10.2020;2.857
Afghanistan;AFG;24.10.2020;2.857
Afghanistan;AFG;25.10.2020;2.714
Afghanistan;AFG;26.10.2020;2.429
Afghanistan;AFG;27.10.2020;2.286
Afghanistan;AFG;28.10.2020;1.857
Afghanistan;AFG;29.10.2020;3
Afghanistan;AFG;30.10.2020;2.857
Afghanistan;AFG;31.10.2020;2.714
Afghanistan;AFG;01.11.2020;2.571
Afghanistan;AFG;02.11.2020;2.429
Afghanistan;AFG;03.11.2020;2.571
Afghanistan;AFG;04.11.2020;2.714
Afghanistan;AFG;05.11.2020;1.429
Afghanistan;AFG;06.11.2020;1.286
Afghanistan;AFG;07.11.2020;1.429
Afghanistan;AFG;08.11.2020;1.429
Afghanistan;AFG;09.11.2020;1.571
Afghanistan;AFG;10.11.2020;1.429
Afghanistan;AFG;11.11.2020;1.286
Afghanistan;AFG;12.11.2020;1.143
Afghanistan;AFG;13.11.2020;0.857
Afghanistan;AFG;14.11.2020;0.714
Afghanistan;AFG;15.11.2020;0.714
Afghanistan;AFG;16.11.2020;0.429
Afghanistan;AFG;17.11.2020;0.143
Afghanistan;AFG;18.11.2020;0
Afghanistan;AFG;19.11.2020;0.857
Afghanistan;AFG;20.11.2020;1
Afghanistan;AFG;21.11.2020;0.714
Afghanistan;AFG;22.11.2020;0.143
Afghanistan;AFG;23.11.2020;0.143
Afghanistan;AFG;24.11.2020;0.286
Afghanistan;AFG;25.11.2020;0.429
Afghanistan;AFG;26.11.2020;-0.429
Afghanistan;AFG;27.11.2020;-0.429
Afghanistan;AFG;28.11.2020;-0.143
Afghanistan;AFG;29.11.2020;0.429
Afghanistan;AFG;30.11.2020;0.714
Afghanistan;AFG;01.12.2020;0.857
Afghanistan;AFG;02.12.2020;1.143
Afghanistan;AFG;03.12.2020;1.429
Afghanistan;AFG;04.12.2020;1.571
Afghanistan;AFG;05.12.2020;1.714
Afghanistan;AFG;06.12.2020;1.714
Afghanistan;AFG;07.12.2020;1.714
Afghanistan;AFG;08.12.2020;1.714
Afghanistan;AFG;09.12.2020;1.714
Afghanistan;AFG;10.12.2020;2.143
Afghanistan;AFG;11.12.2020;2.714
Afghanistan;AFG;12.12.2020;3.143
Afghanistan;AFG;13.12.2020;3.714
Afghanistan;AFG;14.12.2020;4.143
Afghanistan;AFG;15.12.2020;4.571
Afghanistan;AFG;16.12.2020;4.857
Afghanistan;AFG;17.12.2020;4.857
Afghanistan;AFG;18.12.2020;4.714
Afghanistan;AFG;19.12.2020;4.714
Afghanistan;AFG;20.12.2020;4.429
Afghanistan;AFG;21.12.2020;4.429
Afghanistan;AFG;22.12.2020;4.429
Afghanistan;AFG;23.12.2020;4.571
Afghanistan;AFG;24.12.2020;4.571
Afghanistan;AFG;25.12.2020;4.571
Afghanistan;AFG;26.12.2020;4.571
Afghanistan;AFG;27.12.2020;5
Afghanistan;AFG;28.12.2020;5
Afghanistan;AFG;29.12.2020;5
Afghanistan;AFG;30.12.2020;5
Afghanistan;AFG;31.12.2020;5.143
Afghanistan;AFG;01.01.2021;5.286
Afghanistan;AFG;02.01.2021;5.286
Afghanistan;AFG;03.01.2021;5
Afghanistan;AFG;04.01.2021;4.857
Afghanistan;AFG;05.01.2021;4.714
Afghanistan;AFG;06.01.2021;4.286
Afghanistan;AFG;07.01.2021;4
Afghanistan;AFG;08.01.2021;3.571
Afghanistan;AFG;09.01.2021;3.143
Afghanistan;AFG;10.01.2021;2.714
Afghanistan;AFG;11.01.2021;2.571
Afghanistan;AFG;12.01.2021;2.429
Afghanistan;AFG;13.01.2021;2.429
Afghanistan;AFG;14.01.2021;2.143
Afghanistan;AFG;15.01.2021;2
Afghanistan;AFG;16.01.2021;2
Afghanistan;AFG;17.01.2021;2
Afghanistan;AFG;18.01.2021;2
Afghanistan;AFG;19.01.2021;2.143
Afghanistan;AFG;20.01.2021;2.286
Afghanistan;AFG;21.01.2021;2.429
Afghanistan;AFG;22.01.2021;2.571
Afghanistan;AFG;23.01.2021;2.571
Afghanistan;AFG;24.01.2021;2.857
Afghanistan;AFG;25.01.2021;3
Afghanistan;AFG;26.01.2021;3
Afghanistan;AFG;27.01.2021;3
Afghanistan;AFG;28.01.2021;3.143
Afghanistan;AFG;29.01.2021;3.143
Afghanistan;AFG;30.01.2021;3
Afghanistan;AFG;31.01.2021;2.429
Afghanistan;AFG;01.02.2021;2
Afghanistan;AFG;02.02.2021;1.571
Afghanistan;AFG;03.02.2021;1.286
Afghanistan;AFG;04.02.2021;0.857
Afghanistan;AFG;05.02.2021;0.714
Afghanistan;AFG;06.02.2021;0.571
Afghanistan;AFG;07.02.2021;0.714
Afghanistan;AFG;08.02.2021;0.714
Afghanistan;AFG;09.02.2021;0.714
Afghanistan;AFG;10.02.2021;0.714
Afghanistan;AFG;11.02.2021;0.714
Afghanistan;AFG;12.02.2021;0.429
Afghanistan;AFG;13.02.2021;0.429
Afghanistan;AFG;14.02.2021;1.143
Afghanistan;AFG;15.02.2021;0.857
Afghanistan;AFG;16.02.2021;0.714
Afghanistan;AFG;17.02.2021;0.429
Afghanistan;AFG;18.02.2021;0.286
Afghanistan;AFG;19.02.2021;0.429
Afghanistan;AFG;20.02.2021;0.286
Afghanistan;AFG;21.02.2021;-0.714
Afghanistan;AFG;22.02.2021;-0.571
Afghanistan;AFG;23.02.2021;-0.714
Afghanistan;AFG;24.02.2021;-0.714
Afghanistan;AFG;25.02.2021;-0.857
Afghanistan;AFG;26.02.2021;-1
Afghanistan;AFG;27.02.2021;-0.857
Afghanistan;AFG;28.02.2021;-0.857
Afghanistan;AFG;01.03.2021;-1
Afghanistan;AFG;02.03.2021;-1.143
Afghanistan;AFG;03.03.2021;-1.286
Afghanistan;AFG;04.03.2021;-1.286
Afghanistan;AFG;05.03.2021;-1.286
Afghanistan;AFG;06.03.2021;-1.714
Afghanistan;AFG;07.03.2021;-2
Afghanistan;AFG;08.03.2021;-2.286
Afghanistan;AFG;09.03.2021;-2.429
Afghanistan;AFG;10.03.2021;-2.571
Afghanistan;AFG;11.03.2021;-2.714
Afghanistan;AFG;12.03.2021;-2.714
Afghanistan;AFG;13.03.2021;-2.714
Afghanistan;AFG;14.03.2021;-2.714
Afghanistan;AFG;15.03.2021;-2.714
Afghanistan;AFG;16.03.2021;-2.857
Afghanistan;AFG;17.03.2021;-3
Afghanistan;AFG;18.03.2021;-3.143
Afghanistan;AFG;19.03.2021;-3.286
Afghanistan;AFG;20.03.2021;-3
Afghanistan;AFG;21.03.2021;-2
Afghanistan;AFG;22.03.2021;-0.857
Afghanistan;AFG;23.03.2021;-0.857
Afghanistan;AFG;24.03.2021;-0.714
Afghanistan;AFG;25.03.2021;-0.571
Afghanistan;AFG;26.03.2021;-0.571
Afghanistan;AFG;27.03.2021;-1
Afghanistan;AFG;28.03.2021;-2.143
Afghanistan;AFG;29.03.2021;-3.429
Afghanistan;AFG;30.03.2021;-3.429
Afghanistan;AFG;31.03.2021;-3.429
Afghanistan;AFG;01.04.2021;-3.571
Afghanistan;AFG;02.04.2021;-3.714
Afghanistan;AFG;03.04.2021;-3.571
Afghanistan;AFG;04.04.2021;-3.571
Afghanistan;AFG;05.04.2021;-3.571
Afghanistan;AFG;06.04.2021;-3.571
Afghanistan;AFG;07.04.2021;-3.714
Afghanistan;AFG;08.04.2021;-3.714
Afghanistan;AFG;09.04.2021;-3.714
Afghanistan;AFG;10.04.2021;-4
Afghanistan;AFG;11.04.2021;-4
Afghanistan;AFG;12.04.2021;-4.143
Afghanistan;AFG;13.04.2021;-1.571
Afghanistan;AFG;14.04.2021;-0.571
Afghanistan;AFG;15.04.2021;0.571
Afghanistan;AFG;16.04.2021;2
Afghanistan;AFG;17.04.2021;3.143
Afghanistan;AFG;18.04.2021;4.286
Afghanistan;AFG;19.04.2021;5.571
Afghanistan;AFG;20.04.2021;4.143
Afghanistan;AFG;21.04.2021;4.143
Afghanistan;AFG;22.04.2021;4.143
Afghanistan;AFG;23.04.2021;4.286
Afghanistan;AFG;24.04.2021;4.429
Afghanistan;AFG;25.04.2021;4.429
Afghanistan;AFG;26.04.2021;4.429
Afghanistan;AFG;27.04.2021;4.143
Afghanistan;AFG;28.04.2021;5.429
Afghanistan;AFG;29.04.2021;5.429
Afghanistan;AFG;30.04.2021;5.286
Afghanistan;AFG;01.05.2021;5.143
Afghanistan;AFG;02.05.2021;4.857
Afghanistan;AFG;03.05.2021;4.714
Afghanistan;AFG;04.05.2021;4.857
Afghanistan;AFG;05.05.2021;3.429
Afghanistan;AFG;06.05.2021;3.286
Afghanistan;AFG;07.05.2021;2.857
Afghanistan;AFG;08.05.2021;2.429
Afghanistan;AFG;09.05.2021;2
Afghanistan;AFG;10.05.2021;1.429
Afghanistan;AFG;11.05.2021;0.857
Afghanistan;AFG;12.05.2021;1.286
Afghanistan;AFG;13.05.2021;1.143
Afghanistan;AFG;14.05.2021;-0.143
Afghanistan;AFG;15.05.2021;-0.143
Afghanistan;AFG;16.05.2021;-0.571
Afghanistan;AFG;17.05.2021;-1.286
Afghanistan;AFG;18.05.2021;-1.714
Afghanistan;AFG;19.05.2021;-3
Afghanistan;AFG;20.05.2021;-3.714
Afghanistan;AFG;21.05.2021;-3.286
Afghanistan;AFG;22.05.2021;-3.857
Afghanistan;AFG;23.05.2021;-3.857
Afghanistan;AFG;24.05.2021;-3.571
Afghanistan;AFG;25.05.2021;-3.429
Afghanistan;AFG;26.05.2021;-3.286
Afghanistan;AFG;27.05.2021;-3.429
Afghanistan;AFG;28.05.2021;-3.571
Afghanistan;AFG;29.05.2021;-3.571
Afghanistan;AFG;30.05.2021;-3.429
Afghanistan;AFG;31.05.2021;-3.286
Afghanistan;AFG;01.06.2021;-3.286
Afghanistan;AFG;02.06.2021;-3.571
Afghanistan;AFG;03.06.2021;-3.571
Afghanistan;AFG;04.06.2021;-3.429
Afghanistan;AFG;05.06.2021;-3.143
Afghanistan;AFG;06.06.2021;-3
Afghanistan;AFG;07.06.2021;-2.857
Afghanistan;AFG;08.06.2021;-2.857
Afghanistan;AFG;09.06.2021;-2.571
Afghanistan;AFG;10.06.2021;-2.429
Afghanistan;AFG;11.06.2021;-2.143
Afghanistan;AFG;12.06.2021;-2
Afghanistan;AFG;13.06.2021;-1.714
Afghanistan;AFG;14.06.2021;-1.571
Afghanistan;AFG;15.06.2021;-1.143
Afghanistan;AFG;16.06.2021;-0.857
Afghanistan;AFG;17.06.2021;-0.714
Afghanistan;AFG;18.06.2021;-0.571
Afghanistan;AFG;19.06.2021;-0.571
Afghanistan;AFG;20.06.2021;-0.571
Afghanistan;AFG;21.06.2021;-0.571
Afghanistan;AFG;22.06.2021;-0.714
Afghanistan;AFG;23.06.2021;-1.143
Afghanistan;AFG;24.06.2021;-1.429
Afghanistan;AFG;25.06.2021;-2
Afghanistan;AFG;26.06.2021;-2.429
Afghanistan;AFG;27.06.2021;-3.143
Afghanistan;AFG;28.06.2021;-3.571
Afghanistan;AFG;29.06.2021;-3.857
Afghanistan;AFG;30.06.2021;-3.857
Afghanistan;AFG;01.07.2021;-3.857
Afghanistan;AFG;02.07.2021;-3.571
Afghanistan;AFG;03.07.2021;-3.429
Afghanistan;AFG;04.07.2021;-3.143
Afghanistan;AFG;05.07.2021;-3
Afghanistan;AFG;06.07.2021;-2.857
Afghanistan;AFG;07.07.2021;-2.714
Afghanistan;AFG;08.07.2021;-2.571
Afghanistan;AFG;09.07.2021;-2.571
Afghanistan;AFG;10.07.2021;-2.571
Afghanistan;AFG;11.07.2021;-2.714
Afghanistan;AFG;12.07.2021;-2.714
Afghanistan;AFG;13.07.2021;-3
Afghanistan;AFG;14.07.2021;-3.143
Afghanistan;AFG;15.07.2021;-3.286
Afghanistan;AFG;16.07.2021;-3.429
Afghanistan;AFG;17.07.2021;-3.571
Afghanistan;AFG;18.07.2021;-3.571
Afghanistan;AFG;19.07.2021;-2.857
Afghanistan;AFG;20.07.2021;-1.571
Afghanistan;AFG;21.07.2021;-0.571
Afghanistan;AFG;22.07.2021;0.429
Afghanistan;AFG;23.07.2021;0.286
Afghanistan;AFG;24.07.2021;0.429
Afghanistan;AFG;25.07.2021;0.429
Afghanistan;AFG;26.07.2021;-0.571
Afghanistan;AFG;27.07.2021;-2
Afghanistan;AFG;28.07.2021;-3.286
Afghanistan;AFG;29.07.2021;-4.571
Afghanistan;AFG;30.07.2021;-4.429
Afghanistan;AFG;31.07.2021;-4.857
Afghanistan;AFG;01.08.2021;-4.857
Afghanistan;AFG;02.08.2021;-4.714
Afghanistan;AFG;03.08.2021;-4.571
Afghanistan;AFG;04.08.2021;-4.429
Afghanistan;AFG;05.08.2021;-4.143
Afghanistan;AFG;06.08.2021;-4
Afghanistan;AFG;07.08.2021;-3.714
Afghanistan;AFG;08.08.2021;-3.571
Afghanistan;AFG;09.08.2021;-3.571
Afghanistan;AFG;10.08.2021;-3.571
Afghanistan;AFG;11.08.2021;-3.429
Afghanistan;AFG;12.08.2021;-3.429
Afghanistan;AFG;13.08.2021;-3.429
Afghanistan;AFG;14.08.2021;-3.286
Afghanistan;AFG;15.08.2021;-2.429
Afghanistan;AFG;16.08.2021;-0.143
Afghanistan;AFG;17.08.2021;1.714
Afghanistan;AFG;18.08.2021;3.143
Afghanistan;AFG;19.08.2021;4.857
Afghanistan;AFG;20.08.2021;5.286
Afghanistan;AFG;21.08.2021;6.143
Afghanistan;AFG;22.08.2021;6.143
Afghanistan;AFG;23.08.2021;4.714
Afghanistan;AFG;24.08.2021;3.714
Afghanistan;AFG;25.08.2021;2.857
Afghanistan;AFG;26.08.2021;1.857
Afghanistan;AFG;27.08.2021;1.857
Afghanistan;AFG;28.08.2021;1.857
Afghanistan;AFG;29.08.2021;2
Afghanistan;AFG;30.08.2021;2.143
Afghanistan;AFG;31.08.2021;2.429
Afghanistan;AFG;01.09.2021;2.857
Afghanistan;AFG;02.09.2021;3.143
Afghanistan;AFG;03.09.2021;3
Afghanistan;AFG;04.09.2021;3.143
Afghanistan;AFG;05.09.2021;3
Afghanistan;AFG;06.09.2021;3
Afghanistan;AFG;07.09.2021;2.714
Afghanistan;AFG;08.09.2021;2.571
Afghanistan;AFG;09.09.2021;2.429
Afghanistan;AFG;10.09.2021;2.286
Afghanistan;AFG;11.09.2021;1.857
Afghanistan;AFG;12.09.2021;1.714
Afghanistan;AFG;13.09.2021;1.571
Afghanistan;AFG;14.09.2021;1.429
Afghanistan;AFG;15.09.2021;1.286
Afghanistan;AFG;16.09.2021;1
Afghanistan;AFG;17.09.2021;0.857
Afghanistan;AFG;18.09.2021;0.857
Afghanistan;AFG;19.09.2021;0.857
Afghanistan;AFG;20.09.2021;0.714
Afghanistan;AFG;21.09.2021;0.571
Afghanistan;AFG;22.09.2021;0.571
Afghanistan;AFG;23.09.2021;0.429
Afghanistan;AFG;24.09.2021;0.429
Afghanistan;AFG;25.09.2021;0.286
Afghanistan;AFG;26.09.2021;0.143
Afghanistan;AFG;27.09.2021;0
Afghanistan;AFG;28.09.2021;0
Afghanistan;AFG;29.09.2021;-0.143
Afghanistan;AFG;30.09.2021;-0.143
Afghanistan;AFG;01.10.2021;-0.286
Afghanistan;AFG;02.10.2021;-0.286
Afghanistan;AFG;03.10.2021;-0.286
Afghanistan;AFG;04.10.2021;-0.286
Afghanistan;AFG;05.10.2021;-0.429
Afghanistan;AFG;06.10.2021;-0.571
Afghanistan;AFG;07.10.2021;-0.571
Afghanistan;AFG;08.10.2021;-0.429
Afghanistan;AFG;09.10.2021;-0.571
Afghanistan;AFG;10.10.2021;-0.714
Afghanistan;AFG;11.10.2021;-0.714
Afghanistan;AFG;12.10.2021;-0.571
Afghanistan;AFG;13.10.2021;-0.571
Afghanistan;AFG;14.10.2021;-0.857
Afghanistan;AFG;15.10.2021;-0.857
Afghanistan;AFG;16.10.2021;-0.571
Afghanistan;AFG;17.10.2021;-0.571
Afghanistan;AFG;18.10.2021;-0.286
Afghanistan;AFG;19.10.2021;0.571
Afghanistan;AFG;20.10.2021;0.571
Afghanistan;AFG;21.10.2021;0.714
Afghanistan;AFG;22.10.2021;0.429
Afghanistan;AFG;23.10.2021;-0.143
Afghanistan;AFG;24.10.2021;-0.143
Afghanistan;AFG;25.10.2021;-0.429
Afghanistan;AFG;26.10.2021;-1.286
Afghanistan;AFG;27.10.2021;-1.143
Afghanistan;AFG;28.10.2021;-1
Afghanistan;AFG;29.10.2021;-0.571
Afghanistan;AFG;30.10.2021;-0.143
Afghanistan;AFG;31.10.2021;0.143
Afghanistan;AFG;01.11.2021;0.143
Afghanistan;AFG;02.11.2021;0.143
Afghanistan;AFG;03.11.2021;0.143
Afghanistan;AFG;04.11.2021;0
Afghanistan;AFG;05.11.2021;-0.143
Afghanistan;AFG;06.11.2021;-0.143
Afghanistan;AFG;07.11.2021;-0.286
Afghanistan;AFG;08.11.2021;-0.286
Afghanistan;AFG;09.11.2021;-0.286
Afghanistan;AFG;10.11.2021;-0.429
Afghanistan;AFG;11.11.2021;-0.286
Afghanistan;AFG;12.11.2021;-0.143
Afghanistan;AFG;13.11.2021;-0.143
Afghanistan;AFG;14.11.2021;-0.143
Afghanistan;AFG;15.11.2021;0
Afghanistan;AFG;16.11.2021;0.143
Afghanistan;AFG;17.11.2021;0.286
Afghanistan;AFG;18.11.2021;0.429
Afghanistan;AFG;19.11.2021;0.429
Afghanistan;AFG;20.11.2021;0.429
Afghanistan;AFG;21.11.2021;0.429
Afghanistan;AFG;22.11.2021;0.429
Afghanistan;AFG;23.11.2021;0.429
Afghanistan;AFG;24.11.2021;0.571
Afghanistan;AFG;25.11.2021;0.571
Afghanistan;AFG;26.11.2021;0.714
Afghanistan;AFG;27.11.2021;0.857
Afghanistan;AFG;28.11.2021;0.857
Afghanistan;AFG;29.11.2021;1
Afghanistan;AFG;30.11.2021;1
Afghanistan;AFG;01.12.2021;1
Afghanistan;AFG;02.12.2021;0.857
Afghanistan;AFG;03.12.2021;0.714
Afghanistan;AFG;04.12.2021;0.714
Afghanistan;AFG;05.12.2021;0.714
Afghanistan;AFG;06.12.2021;0.571
Afghanistan;AFG;07.12.2021;0.571
Afghanistan;AFG;08.12.2021;0.571
Afghanistan;AFG;09.12.2021;0.571
Afghanistan;AFG;10.12.2021;0.571
Afghanistan;AFG;11.12.2021;0.429
Afghanistan;AFG;12.12.2021;0.286
Afghanistan;AFG;13.12.2021;0.286
Afghanistan;AFG;14.12.2021;0.286
Afghanistan;AFG;15.12.2021;0.143
Afghanistan;AFG;16.12.2021;0.286
Afghanistan;AFG;17.12.2021;0.286
Afghanistan;AFG;18.12.2021;0.286
Afghanistan;AFG;19.12.2021;0.286
Afghanistan;AFG;20.12.2021;0.143
Afghanistan;AFG;21.12.2021;0
Afghanistan;AFG;22.12.2021;-0.143
Afghanistan;AFG;23.12.2021;-0.286
Afghanistan;AFG;24.12.2021;-0.286
Afghanistan;AFG;25.12.2021;-0.286
