Entity;Code;Day;residential
Bahamas;BHS;22.02.2021;-7.143
Bahamas;BHS;23.02.2021;-7.143
Bahamas;BHS;24.02.2021;-7.286
Bahamas;BHS;25.02.2021;-7.571
Bahamas;BHS;26.02.2021;-7.857
Bahamas;BHS;27.02.2021;-8.286
Bahamas;BHS;28.02.2021;-8.714
Bahamas;BHS;01.03.2021;-9.143
Bahamas;BHS;02.03.2021;-9.286
Bahamas;BHS;03.03.2021;-9.429
Bahamas;BHS;04.03.2021;-9.286
Bahamas;BHS;05.03.2021;-9.286
Bahamas;BHS;06.03.2021;-9
Bahamas;BHS;07.03.2021;-8.714
Bahamas;BHS;08.03.2021;-8.571
Bahamas;BHS;09.03.2021;-8.286
Bahamas;BHS;10.03.2021;-8
Bahamas;BHS;11.03.2021;-8.143
Bahamas;BHS;12.03.2021;-8.143
Bahamas;BHS;13.03.2021;-8.286
Bahamas;BHS;14.03.2021;-8.429
Bahamas;BHS;15.03.2021;-8.571
Bahamas;BHS;16.03.2021;-8.857
Bahamas;BHS;17.03.2021;-9.143
Bahamas;BHS;18.03.2021;-9.286
Bahamas;BHS;19.03.2021;-9.429
Bahamas;BHS;20.03.2021;-9.429
Bahamas;BHS;21.03.2021;-9.571
Bahamas;BHS;22.03.2021;-9.714
Bahamas;BHS;23.03.2021;-9.857
Bahamas;BHS;24.03.2021;-10
Bahamas;BHS;25.03.2021;-10.143
Bahamas;BHS;26.03.2021;-10.286
Bahamas;BHS;27.03.2021;-10.429
Bahamas;BHS;28.03.2021;-10.571
Bahamas;BHS;29.03.2021;-10.571
Bahamas;BHS;30.03.2021;-10.571
Bahamas;BHS;31.03.2021;-10.714
Bahamas;BHS;01.04.2021;-10.857
Bahamas;BHS;02.04.2021;-8.429
Bahamas;BHS;03.04.2021;-7.857
Bahamas;BHS;04.04.2021;-7.571
Bahamas;BHS;05.04.2021;-5.286
Bahamas;BHS;06.04.2021;-5.143
Bahamas;BHS;07.04.2021;-4.857
Bahamas;BHS;08.04.2021;-4.429
Bahamas;BHS;09.04.2021;-6.571
Bahamas;BHS;10.04.2021;-7
Bahamas;BHS;11.04.2021;-7
Bahamas;BHS;12.04.2021;-9.143
Bahamas;BHS;13.04.2021;-9.286
Bahamas;BHS;14.04.2021;-9.429
Bahamas;BHS;15.04.2021;-9.571
Bahamas;BHS;16.04.2021;-9.714
Bahamas;BHS;17.04.2021;-9.714
Bahamas;BHS;18.04.2021;-9.714
Bahamas;BHS;19.04.2021;-9.714
Bahamas;BHS;20.04.2021;-9.714
Bahamas;BHS;21.04.2021;-9.571
Bahamas;BHS;22.04.2021;-9.429
Bahamas;BHS;23.04.2021;-9.429
Bahamas;BHS;24.04.2021;-9.286
Bahamas;BHS;25.04.2021;-9.286
Bahamas;BHS;26.04.2021;-9.429
Bahamas;BHS;27.04.2021;-9.286
Bahamas;BHS;28.04.2021;-9.429
Bahamas;BHS;29.04.2021;-9.714
Bahamas;BHS;30.04.2021;-9.857
Bahamas;BHS;01.05.2021;-10.143
Bahamas;BHS;02.05.2021;-10.286
Bahamas;BHS;03.05.2021;-10.429
Bahamas;BHS;04.05.2021;-10.714
Bahamas;BHS;05.05.2021;-10.857
Bahamas;BHS;06.05.2021;-10.857
Bahamas;BHS;07.05.2021;-10.857
Bahamas;BHS;08.05.2021;-10.857
Bahamas;BHS;09.05.2021;-11.143
Bahamas;BHS;10.05.2021;-11.143
Bahamas;BHS;11.05.2021;-11
Bahamas;BHS;12.05.2021;-10.857
Bahamas;BHS;13.05.2021;-10.714
Bahamas;BHS;14.05.2021;-10.571
Bahamas;BHS;15.05.2021;-10.429
Bahamas;BHS;16.05.2021;-10
Bahamas;BHS;17.05.2021;-10
Bahamas;BHS;18.05.2021;-10.143
Bahamas;BHS;19.05.2021;-10.143
Bahamas;BHS;20.05.2021;-10.286
Bahamas;BHS;21.05.2021;-10.429
Bahamas;BHS;22.05.2021;-10.429
Bahamas;BHS;23.05.2021;-10.429
Bahamas;BHS;24.05.2021;-8
Bahamas;BHS;25.05.2021;-7.857
Bahamas;BHS;26.05.2021;-7.857
Bahamas;BHS;27.05.2021;-7.857
Bahamas;BHS;28.05.2021;-8
Bahamas;BHS;29.05.2021;-8.286
Bahamas;BHS;30.05.2021;-8.571
Bahamas;BHS;31.05.2021;-11
Bahamas;BHS;01.06.2021;-11.143
Bahamas;BHS;02.06.2021;-11.143
Bahamas;BHS;03.06.2021;-11.571
Bahamas;BHS;04.06.2021;-9.429
Bahamas;BHS;05.06.2021;-9.143
Bahamas;BHS;06.06.2021;-9
Bahamas;BHS;07.06.2021;-9.143
Bahamas;BHS;08.06.2021;-9.286
Bahamas;BHS;09.06.2021;-9.714
Bahamas;BHS;10.06.2021;-9.571
Bahamas;BHS;11.06.2021;-12
Bahamas;BHS;12.06.2021;-12.286
Bahamas;BHS;13.06.2021;-12.429
Bahamas;BHS;14.06.2021;-12.429
Bahamas;BHS;15.06.2021;-12.571
Bahamas;BHS;16.06.2021;-12.571
Bahamas;BHS;17.06.2021;-12.571
Bahamas;BHS;18.06.2021;-12.429
Bahamas;BHS;19.06.2021;-12.714
Bahamas;BHS;20.06.2021;-13
Bahamas;BHS;21.06.2021;-13.143
Bahamas;BHS;22.06.2021;-13.143
Bahamas;BHS;23.06.2021;-13.143
Bahamas;BHS;24.06.2021;-13.286
Bahamas;BHS;25.06.2021;-13.429
Bahamas;BHS;26.06.2021;-13.286
Bahamas;BHS;27.06.2021;-13.143
Bahamas;BHS;28.06.2021;-13.286
Bahamas;BHS;29.06.2021;-13.429
Bahamas;BHS;30.06.2021;-13.429
Bahamas;BHS;01.07.2021;-13.143
Bahamas;BHS;02.07.2021;-12.714
Bahamas;BHS;03.07.2021;-12.571
Bahamas;BHS;04.07.2021;-12.571
Bahamas;BHS;05.07.2021;-12.286
Bahamas;BHS;06.07.2021;-12.143
Bahamas;BHS;07.07.2021;-12
Bahamas;BHS;08.07.2021;-12.143
Bahamas;BHS;09.07.2021;-12.429
Bahamas;BHS;10.07.2021;-12.571
Bahamas;BHS;11.07.2021;-12.714
Bahamas;BHS;12.07.2021;-10.571
Bahamas;BHS;13.07.2021;-10.429
Bahamas;BHS;14.07.2021;-10.429
Bahamas;BHS;15.07.2021;-10.429
Bahamas;BHS;16.07.2021;-10.429
Bahamas;BHS;17.07.2021;-10.429
Bahamas;BHS;18.07.2021;-10.286
Bahamas;BHS;19.07.2021;-12.571
Bahamas;BHS;20.07.2021;-12.714
Bahamas;BHS;21.07.2021;-12.714
Bahamas;BHS;22.07.2021;-12.714
Bahamas;BHS;23.07.2021;-12.571
Bahamas;BHS;24.07.2021;-12.143
Bahamas;BHS;25.07.2021;-12.143
Bahamas;BHS;26.07.2021;-12
Bahamas;BHS;27.07.2021;-11.857
Bahamas;BHS;28.07.2021;-11.857
Bahamas;BHS;29.07.2021;-11.714
Bahamas;BHS;30.07.2021;-11.714
Bahamas;BHS;31.07.2021;-12
Bahamas;BHS;01.08.2021;-12
Bahamas;BHS;02.08.2021;-9.286
Bahamas;BHS;03.08.2021;-9.143
Bahamas;BHS;04.08.2021;-9
Bahamas;BHS;05.08.2021;-8.857
Bahamas;BHS;06.08.2021;-8.571
Bahamas;BHS;07.08.2021;-8.286
Bahamas;BHS;08.08.2021;-8
Bahamas;BHS;09.08.2021;-10.429
Bahamas;BHS;10.08.2021;-10.286
Bahamas;BHS;11.08.2021;-10
Bahamas;BHS;12.08.2021;-9.571
Bahamas;BHS;13.08.2021;-9.429
Bahamas;BHS;14.08.2021;-9.286
Bahamas;BHS;15.08.2021;-9.143
Bahamas;BHS;16.08.2021;-9
Bahamas;BHS;17.08.2021;-8.857
Bahamas;BHS;18.08.2021;-8.857
Bahamas;BHS;19.08.2021;-9
Bahamas;BHS;20.08.2021;-8.857
Bahamas;BHS;21.08.2021;-9
Bahamas;BHS;22.08.2021;-9
Bahamas;BHS;23.08.2021;-9
Bahamas;BHS;24.08.2021;-9
Bahamas;BHS;25.08.2021;-8.714
Bahamas;BHS;26.08.2021;-8.714
Bahamas;BHS;27.08.2021;-9
Bahamas;BHS;28.08.2021;-9.143
Bahamas;BHS;29.08.2021;-9.286
Bahamas;BHS;30.08.2021;-9.429
Bahamas;BHS;31.08.2021;-9.571
Bahamas;BHS;01.09.2021;-9.857
Bahamas;BHS;02.09.2021;-9.857
Bahamas;BHS;03.09.2021;-9.714
Bahamas;BHS;04.09.2021;-9.571
Bahamas;BHS;05.09.2021;-9.429
Bahamas;BHS;06.09.2021;-9.143
Bahamas;BHS;07.09.2021;-9
Bahamas;BHS;08.09.2021;-8.857
Bahamas;BHS;09.09.2021;-8.857
Bahamas;BHS;10.09.2021;-8.714
Bahamas;BHS;11.09.2021;-8.571
Bahamas;BHS;12.09.2021;-8.429
Bahamas;BHS;13.09.2021;-8.429
Bahamas;BHS;14.09.2021;-8.429
Bahamas;BHS;15.09.2021;-8.714
Bahamas;BHS;16.09.2021;-9.143
Bahamas;BHS;17.09.2021;-9
Bahamas;BHS;18.09.2021;-9
Bahamas;BHS;19.09.2021;-9.143
Bahamas;BHS;20.09.2021;-9.286
Bahamas;BHS;21.09.2021;-9.286
Bahamas;BHS;22.09.2021;-9.143
Bahamas;BHS;23.09.2021;-8.714
Bahamas;BHS;24.09.2021;-9
Bahamas;BHS;25.09.2021;-9
Bahamas;BHS;26.09.2021;-8.857
Bahamas;BHS;27.09.2021;-8.857
Bahamas;BHS;28.09.2021;-8.714
Bahamas;BHS;29.09.2021;-8.857
Bahamas;BHS;30.09.2021;-9.143
Bahamas;BHS;01.10.2021;-9.429
Bahamas;BHS;02.10.2021;-9.571
Bahamas;BHS;03.10.2021;-9.857
Bahamas;BHS;04.10.2021;-10
Bahamas;BHS;05.10.2021;-10.286
Bahamas;BHS;06.10.2021;-10.143
Bahamas;BHS;07.10.2021;-10
Bahamas;BHS;08.10.2021;-10
Bahamas;BHS;09.10.2021;-10
Bahamas;BHS;10.10.2021;-9.857
Bahamas;BHS;11.10.2021;-7.571
Bahamas;BHS;12.10.2021;-7.571
Bahamas;BHS;13.10.2021;-7.714
Bahamas;BHS;14.10.2021;-7.857
Bahamas;BHS;15.10.2021;-7.857
Bahamas;BHS;16.10.2021;-8
Bahamas;BHS;17.10.2021;-8.143
Bahamas;BHS;18.10.2021;-10.429
Bahamas;BHS;19.10.2021;-10.571
Bahamas;BHS;20.10.2021;-10.571
Bahamas;BHS;21.10.2021;-10.429
Bahamas;BHS;22.10.2021;-10.143
Bahamas;BHS;23.10.2021;-10.143
Bahamas;BHS;24.10.2021;-10.143
Bahamas;BHS;25.10.2021;-10.143
Bahamas;BHS;26.10.2021;-10.143
Bahamas;BHS;27.10.2021;-10.429
Bahamas;BHS;28.10.2021;-10.714
Bahamas;BHS;29.10.2021;-11.143
Bahamas;BHS;30.10.2021;-11.286
Bahamas;BHS;31.10.2021;-11.571
Bahamas;BHS;01.11.2021;-11.857
Bahamas;BHS;02.11.2021;-12
Bahamas;BHS;03.11.2021;-12
Bahamas;BHS;04.11.2021;-12
Bahamas;BHS;05.11.2021;-11.857
Bahamas;BHS;06.11.2021;-11.571
Bahamas;BHS;07.11.2021;-11.286
Bahamas;BHS;08.11.2021;-11
Bahamas;BHS;09.11.2021;-10.857
Bahamas;BHS;10.11.2021;-10.714
Bahamas;BHS;11.11.2021;-10.429
Bahamas;BHS;12.11.2021;-10.429
Bahamas;BHS;13.11.2021;-10.714
Bahamas;BHS;14.11.2021;-11
Bahamas;BHS;15.11.2021;-11.143
Bahamas;BHS;16.11.2021;-11.286
Bahamas;BHS;17.11.2021;-11.429
Bahamas;BHS;18.11.2021;-11.714
Bahamas;BHS;19.11.2021;-11.857
Bahamas;BHS;20.11.2021;-11.857
Bahamas;BHS;21.11.2021;-12
Bahamas;BHS;22.11.2021;-12.143
Bahamas;BHS;23.11.2021;-12.143
Bahamas;BHS;24.11.2021;-12.143
Bahamas;BHS;25.11.2021;-12.286
Bahamas;BHS;26.11.2021;-12.429
Bahamas;BHS;27.11.2021;-12.714
Bahamas;BHS;28.11.2021;-12.714
Bahamas;BHS;29.11.2021;-12.857
Bahamas;BHS;30.11.2021;-13
Bahamas;BHS;01.12.2021;-13.143
Bahamas;BHS;02.12.2021;-13
Bahamas;BHS;03.12.2021;-12.857
Bahamas;BHS;04.12.2021;-12.714
Bahamas;BHS;05.12.2021;-12.714
Bahamas;BHS;06.12.2021;-12.571
Bahamas;BHS;07.12.2021;-12.429
Bahamas;BHS;08.12.2021;-12.286
Bahamas;BHS;09.12.2021;-12.429
Bahamas;BHS;10.12.2021;-12.714
Bahamas;BHS;11.12.2021;-12.857
Bahamas;BHS;12.12.2021;-13
Bahamas;BHS;13.12.2021;-13.143
Bahamas;BHS;14.12.2021;-13.286
Bahamas;BHS;15.12.2021;-13.571
Bahamas;BHS;16.12.2021;-13.714
Bahamas;BHS;17.12.2021;-13.857
Bahamas;BHS;18.12.2021;-14.143
Bahamas;BHS;19.12.2021;-14.429
Bahamas;BHS;20.12.2021;-14.571
Bahamas;BHS;21.12.2021;-14.857
Bahamas;BHS;22.12.2021;-14.857
Bahamas;BHS;23.12.2021;-15.143
Bahamas;BHS;24.12.2021;-15
Bahamas;BHS;25.12.2021;-13.571
Bahamas;BHS;26.12.2021;-12.857
Bahamas;BHS;27.12.2021;-10.143
Bahamas;BHS;28.12.2021;-9
Bahamas;BHS;29.12.2021;-7.857
Bahamas;BHS;30.12.2021;-6.571
Bahamas;BHS;31.12.2021;-5.429
Bahamas;BHS;01.01.2022;-4.857
Bahamas;BHS;02.01.2022;-4.286
Bahamas;BHS;03.01.2022;-4
Bahamas;BHS;04.01.2022;-3.714
Bahamas;BHS;05.01.2022;-3.571
Bahamas;BHS;06.01.2022;-3.143
Bahamas;BHS;07.01.2022;-2.714
Bahamas;BHS;08.01.2022;-3.143
Bahamas;BHS;09.01.2022;-2.857
Bahamas;BHS;10.01.2022;-2.571
Bahamas;BHS;11.01.2022;-2.429
Bahamas;BHS;12.01.2022;-2
Bahamas;BHS;13.01.2022;-1.857
Bahamas;BHS;14.01.2022;-1.714
Bahamas;BHS;15.01.2022;-1.571
Bahamas;BHS;16.01.2022;-1.429
Bahamas;BHS;17.01.2022;-3
Bahamas;BHS;18.01.2022;-2.714
Bahamas;BHS;19.01.2022;-2.714
Bahamas;BHS;20.01.2022;-2.571
Bahamas;BHS;21.01.2022;-2.714
Bahamas;BHS;22.01.2022;-2.857
Bahamas;BHS;23.01.2022;-3
Bahamas;BHS;24.01.2022;-3.429
Bahamas;BHS;25.01.2022;-4
Bahamas;BHS;26.01.2022;-4.571
Bahamas;BHS;27.01.2022;-5.143
Bahamas;BHS;28.01.2022;-5.714
Bahamas;BHS;29.01.2022;-5.714
Bahamas;BHS;30.01.2022;-5.714
Bahamas;BHS;31.01.2022;-6
Bahamas;BHS;01.02.2022;-6.143
Bahamas;BHS;02.02.2022;-6.143
Bahamas;BHS;03.02.2022;-6.286
Bahamas;BHS;04.02.2022;-6.286
Bahamas;BHS;05.02.2022;-6.571
Bahamas;BHS;06.02.2022;-6.857
Bahamas;BHS;07.02.2022;-6.857
Bahamas;BHS;08.02.2022;-6.857
Bahamas;BHS;09.02.2022;-6.857
Bahamas;BHS;10.02.2022;-6.857
Bahamas;BHS;11.02.2022;-7
Bahamas;BHS;12.02.2022;-7.143
Bahamas;BHS;13.02.2022;-7.429
Bahamas;BHS;14.02.2022;-7.714
Bahamas;BHS;15.02.2022;-7.714
Bahamas;BHS;16.02.2022;-7.714
Bahamas;BHS;17.02.2022;-7.857
Bahamas;BHS;18.02.2022;-7.857
Bahamas;BHS;19.02.2022;-7.714
Bahamas;BHS;20.02.2022;-7.429
Bahamas;BHS;21.02.2022;-7.286
Bahamas;BHS;22.02.2022;-7.429
Bahamas;BHS;23.02.2022;-7.714
Bahamas;BHS;24.02.2022;-7.857
Bahamas;BHS;25.02.2022;-7.857
Bahamas;BHS;26.02.2022;-8.143
Bahamas;BHS;27.02.2022;-8.429
Bahamas;BHS;28.02.2022;-8.286
Bahamas;BHS;01.03.2022;-8.286
Bahamas;BHS;02.03.2022;-8.143
Bahamas;BHS;03.03.2022;-7.714
Bahamas;BHS;04.03.2022;-7.143
Bahamas;BHS;05.03.2022;-6.286
Bahamas;BHS;06.03.2022;-5.429
Bahamas;BHS;07.03.2022;-4.857
Bahamas;BHS;08.03.2022;-4
Bahamas;BHS;09.03.2022;-3
Bahamas;BHS;10.03.2022;-2
Bahamas;BHS;11.03.2022;-1.286
Bahamas;BHS;12.03.2022;-0.571
Bahamas;BHS;13.03.2022;0.286
Bahamas;BHS;14.03.2022;1.286
Bahamas;BHS;15.03.2022;1.857
Bahamas;BHS;16.03.2022;2.143
Bahamas;BHS;17.03.2022;2.143
Bahamas;BHS;18.03.2022;2
Bahamas;BHS;19.03.2022;1.857
Bahamas;BHS;20.03.2022;1.571
Bahamas;BHS;21.03.2022;1.286
Bahamas;BHS;22.03.2022;1.286
Bahamas;BHS;23.03.2022;1.286
Bahamas;BHS;24.03.2022;1.286
Bahamas;BHS;25.03.2022;1.857
Bahamas;BHS;26.03.2022;1.857
Bahamas;BHS;27.03.2022;1.857
Bahamas;BHS;28.03.2022;1.857
Bahamas;BHS;29.03.2022;1.857
Bahamas;BHS;30.03.2022;1.857
Bahamas;BHS;31.03.2022;1.857
Bahamas;BHS;01.04.2022;1.143
Bahamas;BHS;02.04.2022;1.143
Bahamas;BHS;03.04.2022;1.143
Bahamas;BHS;04.04.2022;1
Bahamas;BHS;05.04.2022;0.857
Bahamas;BHS;06.04.2022;0.714
Bahamas;BHS;07.04.2022;0.714
Bahamas;BHS;08.04.2022;1
Bahamas;BHS;09.04.2022;1
Bahamas;BHS;10.04.2022;1
Bahamas;BHS;11.04.2022;1.286
Bahamas;BHS;12.04.2022;1.571
Bahamas;BHS;13.04.2022;1.857
Bahamas;BHS;14.04.2022;1.571
Bahamas;BHS;15.04.2022;4.143
Bahamas;BHS;16.04.2022;4.286
Bahamas;BHS;17.04.2022;4
Bahamas;BHS;18.04.2022;5.857
Bahamas;BHS;19.04.2022;5.714
Bahamas;BHS;20.04.2022;5.714
Bahamas;BHS;21.04.2022;6.286
Bahamas;BHS;22.04.2022;4
Bahamas;BHS;23.04.2022;4
Bahamas;BHS;24.04.2022;4.286
Bahamas;BHS;25.04.2022;2.286
Bahamas;BHS;26.04.2022;2.143
Bahamas;BHS;27.04.2022;1.714
Bahamas;BHS;28.04.2022;1.286
Bahamas;BHS;29.04.2022;0.714
Bahamas;BHS;30.04.2022;0.571
Bahrain;BHR;17.02.2020;0.333
Bahrain;BHR;18.02.2020;0.5
Bahrain;BHR;19.02.2020;0.4
Bahrain;BHR;20.02.2020;0.333
Bahrain;BHR;21.02.2020;0.429
Bahrain;BHR;22.02.2020;0.429
Bahrain;BHR;23.02.2020;0.429
Bahrain;BHR;24.02.2020;0.571
Bahrain;BHR;25.02.2020;0.571
Bahrain;BHR;26.02.2020;1.286
Bahrain;BHR;27.02.2020;2.143
Bahrain;BHR;28.02.2020;2.714
Bahrain;BHR;29.02.2020;3
Bahrain;BHR;01.03.2020;3.429
Bahrain;BHR;02.03.2020;3.857
Bahrain;BHR;03.03.2020;4.286
Bahrain;BHR;04.03.2020;4.143
Bahrain;BHR;05.03.2020;4
Bahrain;BHR;06.03.2020;3.857
Bahrain;BHR;07.03.2020;3.857
Bahrain;BHR;08.03.2020;4
Bahrain;BHR;09.03.2020;4
Bahrain;BHR;10.03.2020;4
Bahrain;BHR;11.03.2020;4.143
Bahrain;BHR;12.03.2020;4.286
Bahrain;BHR;13.03.2020;4.714
Bahrain;BHR;14.03.2020;5.143
Bahrain;BHR;15.03.2020;5.286
Bahrain;BHR;16.03.2020;5.571
Bahrain;BHR;17.03.2020;5.857
Bahrain;BHR;18.03.2020;6.286
Bahrain;BHR;19.03.2020;7
Bahrain;BHR;20.03.2020;7.857
Bahrain;BHR;21.03.2020;8.571
Bahrain;BHR;22.03.2020;9.429
Bahrain;BHR;23.03.2020;10.286
Bahrain;BHR;24.03.2020;11.286
Bahrain;BHR;25.03.2020;12
Bahrain;BHR;26.03.2020;13
Bahrain;BHR;27.03.2020;14
Bahrain;BHR;28.03.2020;14.714
Bahrain;BHR;29.03.2020;15.429
Bahrain;BHR;30.03.2020;15.857
Bahrain;BHR;31.03.2020;16.143
Bahrain;BHR;01.04.2020;16.429
Bahrain;BHR;02.04.2020;16.429
Bahrain;BHR;03.04.2020;16
Bahrain;BHR;04.04.2020;15.857
Bahrain;BHR;05.04.2020;15.714
Bahrain;BHR;06.04.2020;15.714
Bahrain;BHR;07.04.2020;15.857
Bahrain;BHR;08.04.2020;16
Bahrain;BHR;09.04.2020;16.143
Bahrain;BHR;10.04.2020;16.286
Bahrain;BHR;11.04.2020;16.286
Bahrain;BHR;12.04.2020;16.286
Bahrain;BHR;13.04.2020;16.429
Bahrain;BHR;14.04.2020;16.429
Bahrain;BHR;15.04.2020;16.429
Bahrain;BHR;16.04.2020;16.286
Bahrain;BHR;17.04.2020;16.143
Bahrain;BHR;18.04.2020;16
Bahrain;BHR;19.04.2020;16
Bahrain;BHR;20.04.2020;15.714
Bahrain;BHR;21.04.2020;15.429
Bahrain;BHR;22.04.2020;15.143
Bahrain;BHR;23.04.2020;15
Bahrain;BHR;24.04.2020;15.286
Bahrain;BHR;25.04.2020;15.857
Bahrain;BHR;26.04.2020;16.429
Bahrain;BHR;27.04.2020;17.143
Bahrain;BHR;28.04.2020;17.571
Bahrain;BHR;29.04.2020;18.286
Bahrain;BHR;30.04.2020;19
Bahrain;BHR;01.05.2020;19
Bahrain;BHR;02.05.2020;19.286
Bahrain;BHR;03.05.2020;19.714
Bahrain;BHR;04.05.2020;19.571
Bahrain;BHR;05.05.2020;19.857
Bahrain;BHR;06.05.2020;19.857
Bahrain;BHR;07.05.2020;19.857
Bahrain;BHR;08.05.2020;19.714
Bahrain;BHR;09.05.2020;19.143
Bahrain;BHR;10.05.2020;18.571
Bahrain;BHR;11.05.2020;18.571
Bahrain;BHR;12.05.2020;18.571
Bahrain;BHR;13.05.2020;18.571
Bahrain;BHR;14.05.2020;18.429
Bahrain;BHR;15.05.2020;18.571
Bahrain;BHR;16.05.2020;18.714
Bahrain;BHR;17.05.2020;18.714
Bahrain;BHR;18.05.2020;18.714
Bahrain;BHR;19.05.2020;18.571
Bahrain;BHR;20.05.2020;18.571
Bahrain;BHR;21.05.2020;18.571
Bahrain;BHR;22.05.2020;18.429
Bahrain;BHR;23.05.2020;18.286
Bahrain;BHR;24.05.2020;19.286
Bahrain;BHR;25.05.2020;20
Bahrain;BHR;26.05.2020;20.857
Bahrain;BHR;27.05.2020;20.286
Bahrain;BHR;28.05.2020;19.857
Bahrain;BHR;29.05.2020;19.714
Bahrain;BHR;30.05.2020;19.286
Bahrain;BHR;31.05.2020;17.714
Bahrain;BHR;01.06.2020;16.429
Bahrain;BHR;02.06.2020;15.143
Bahrain;BHR;03.06.2020;15.143
Bahrain;BHR;04.06.2020;15
Bahrain;BHR;05.06.2020;14.857
Bahrain;BHR;06.06.2020;14.857
Bahrain;BHR;07.06.2020;15
Bahrain;BHR;08.06.2020;15.143
Bahrain;BHR;09.06.2020;15.143
Bahrain;BHR;10.06.2020;15.143
Bahrain;BHR;11.06.2020;15.286
Bahrain;BHR;12.06.2020;15.429
Bahrain;BHR;13.06.2020;15.571
Bahrain;BHR;14.06.2020;15.571
Bahrain;BHR;15.06.2020;15.571
Bahrain;BHR;16.06.2020;15.571
Bahrain;BHR;17.06.2020;15.571
Bahrain;BHR;18.06.2020;15.429
Bahrain;BHR;19.06.2020;15.286
Bahrain;BHR;20.06.2020;15.143
Bahrain;BHR;21.06.2020;15
Bahrain;BHR;22.06.2020;14.857
Bahrain;BHR;23.06.2020;14.714
Bahrain;BHR;24.06.2020;14.714
Bahrain;BHR;25.06.2020;14.571
Bahrain;BHR;26.06.2020;14.429
Bahrain;BHR;27.06.2020;14.286
Bahrain;BHR;28.06.2020;14.143
Bahrain;BHR;29.06.2020;14
Bahrain;BHR;30.06.2020;13.857
Bahrain;BHR;01.07.2020;13.714
Bahrain;BHR;02.07.2020;13.714
Bahrain;BHR;03.07.2020;13.714
Bahrain;BHR;04.07.2020;13.714
Bahrain;BHR;05.07.2020;13.714
Bahrain;BHR;06.07.2020;13.714
Bahrain;BHR;07.07.2020;13.857
Bahrain;BHR;08.07.2020;13.857
Bahrain;BHR;09.07.2020;13.857
Bahrain;BHR;10.07.2020;13.857
Bahrain;BHR;11.07.2020;13.857
Bahrain;BHR;12.07.2020;13.857
Bahrain;BHR;13.07.2020;14
Bahrain;BHR;14.07.2020;14
Bahrain;BHR;15.07.2020;14
Bahrain;BHR;16.07.2020;14
Bahrain;BHR;17.07.2020;14
Bahrain;BHR;18.07.2020;14
Bahrain;BHR;19.07.2020;14
Bahrain;BHR;20.07.2020;13.857
Bahrain;BHR;21.07.2020;13.714
Bahrain;BHR;22.07.2020;13.714
Bahrain;BHR;23.07.2020;13.714
Bahrain;BHR;24.07.2020;13.714
Bahrain;BHR;25.07.2020;13.571
Bahrain;BHR;26.07.2020;13.429
Bahrain;BHR;27.07.2020;13.286
Bahrain;BHR;28.07.2020;13.143
Bahrain;BHR;29.07.2020;12.714
Bahrain;BHR;30.07.2020;13
Bahrain;BHR;31.07.2020;12.714
Bahrain;BHR;01.08.2020;13.571
Bahrain;BHR;02.08.2020;14.714
Bahrain;BHR;03.08.2020;15.714
Bahrain;BHR;04.08.2020;16.286
Bahrain;BHR;05.08.2020;16.571
Bahrain;BHR;06.08.2020;16.143
Bahrain;BHR;07.08.2020;16.143
Bahrain;BHR;08.08.2020;15.286
Bahrain;BHR;09.08.2020;14
Bahrain;BHR;10.08.2020;13
Bahrain;BHR;11.08.2020;12.429
Bahrain;BHR;12.08.2020;12.286
Bahrain;BHR;13.08.2020;12.143
Bahrain;BHR;14.08.2020;12.143
Bahrain;BHR;15.08.2020;12
Bahrain;BHR;16.08.2020;12
Bahrain;BHR;17.08.2020;11.857
Bahrain;BHR;18.08.2020;11.857
Bahrain;BHR;19.08.2020;11.714
Bahrain;BHR;20.08.2020;13
Bahrain;BHR;21.08.2020;13
Bahrain;BHR;22.08.2020;13.143
Bahrain;BHR;23.08.2020;13.143
Bahrain;BHR;24.08.2020;13.143
Bahrain;BHR;25.08.2020;13
Bahrain;BHR;26.08.2020;12.857
Bahrain;BHR;27.08.2020;11.286
Bahrain;BHR;28.08.2020;11
Bahrain;BHR;29.08.2020;11.429
Bahrain;BHR;30.08.2020;12.571
Bahrain;BHR;31.08.2020;13
Bahrain;BHR;01.09.2020;12.857
Bahrain;BHR;02.09.2020;12.857
Bahrain;BHR;03.09.2020;12.857
Bahrain;BHR;04.09.2020;13
Bahrain;BHR;05.09.2020;12.286
Bahrain;BHR;06.09.2020;11
Bahrain;BHR;07.09.2020;10.571
Bahrain;BHR;08.09.2020;10.714
Bahrain;BHR;09.09.2020;10.857
Bahrain;BHR;10.09.2020;10.857
Bahrain;BHR;11.09.2020;10.857
Bahrain;BHR;12.09.2020;10.857
Bahrain;BHR;13.09.2020;10.857
Bahrain;BHR;14.09.2020;10.857
Bahrain;BHR;15.09.2020;10.857
Bahrain;BHR;16.09.2020;10.857
Bahrain;BHR;17.09.2020;11
Bahrain;BHR;18.09.2020;11.143
Bahrain;BHR;19.09.2020;11.286
Bahrain;BHR;20.09.2020;11.429
Bahrain;BHR;21.09.2020;11.429
Bahrain;BHR;22.09.2020;11.429
Bahrain;BHR;23.09.2020;11.571
Bahrain;BHR;24.09.2020;11.571
Bahrain;BHR;25.09.2020;11.429
Bahrain;BHR;26.09.2020;11.429
Bahrain;BHR;27.09.2020;11.429
Bahrain;BHR;28.09.2020;11.429
